license,name,municipality,county,county_source,address,city,zip,lat,lon,status
180700304,David Rhodes,Marshall,,,,,,,,needs_address_and_coordinates
200700253,DAWN TRACY LLC,Panama,,,,,,,,needs_address_and_coordinates
120707428,"DAYTON RIDGE GOLF CLUB, LLC",Ottawa,,,,,,,,needs_address_and_coordinates
240701343,DD ENTERTAINMENT LLC,Crestwood,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
190703228,DDKB Inc.,Bunker Hill,Macoupin,igb_licensee_list,129-131 E Warren St,Bunker Hill,62014,,,needs_coordinates
150700693,"DE LUGO INC.,",Worth,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
120700402,"Deacon Kallish, Inc.",Wauconda,Lake,igb_licensee_list,2100 N US Hwy 12,Wauconda,60084,,,needs_coordinates
250702723,"DECAMP STATION, INC.",Madison County,Madison,igb_county_literal,,,,,,needs_address_and_coordinates
190802137,Decatur Lodge #401 of the Benevolent and Protective Order of Elks of the United States of America,Decatur,Macon,igb_licensee_list,2210 E. Hickory St.,Decatur,62526,,,needs_coordinates
180902315,Deer Creek American Legion Post 1276,Tazewell County,Tazewell,igb_licensee_list,31473 American Legion Road,Deer Creek,61733,,,needs_coordinates
150700364,"Deer Creek Golf, L.L.C.",University Park,Will,igb_licensee_list,25055 S. Western Ave.,University Park,60948,,,needs_coordinates
240700595,"Deer Park Golf Club, Inc.",La Salle County,La Salle,igb_licensee_list,100 Deer Park Ln,Oglesby,61348,,,needs_coordinates
160703031,"DEI HOLDINGS, LLC",Madison County,Madison,igb_licensee_list,8471 Prairietown Rd,Dorsey,62021,,,needs_coordinates
130804494,"DEKALB LODGE NO. 765 BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA, INC.",DeKalb,DeKalb,igb_licensee_list,209 S ANNIE GLIDDEN RD,DeKalb,60115,,,needs_coordinates
220703710,Del Carmen's West LLC,Harristown,Macon,igb_licensee_list,4350 W Main St,Harristown,62522,,,needs_coordinates
240703060,DELGADO MARTINEZ INC.,North Utica,La Salle,igb_licensee_list,2958 N IL Route 178,North Utica,61373,,,needs_coordinates
180704136,Delgado's Restaurant Inc.,Peoria,,,,,,,,needs_address_and_coordinates
131002729,"Delta-Sonic Carwash Systems, Inc.",Joliet,Will,igb_licensee_list,1812 Jefferson Street,Joliet,60432,,,needs_coordinates
160701456,"Delta-Sonic Carwash Systems, Inc.",Melrose Park,Cook,igb_licensee_list,8490 W. North Ave.,Melrose Park,60160,,,needs_coordinates
201002379,"Delta-Sonic Carwash Systems, Inc.",Oswego,Kendall,igb_licensee_list,1924 Route 34,Oswego,60543,,,needs_coordinates
120708326,Denmark Park NFP,Danville,Vermilion,igb_licensee_list,2400 Denmark Road,Danville,61834,,,needs_coordinates
120710047,DENNIS CATALINA,Ogle County,Ogle,igb_licensee_list,8288 ILLINOIS RT 2 SOUTH,Dixon,61021,,,needs_coordinates
120701214,Dennis Petersen,Centralia,Marion,igb_licensee_list,646 N. Poplar,Centralia,62801,,,needs_coordinates
213202082,Department of Agriculture - Du Quoin Grandstand 1,N/A,,,,,,,,needs_address_and_coordinates
213201899,Department of Agriculture - Springfield Grandstand 1,N/A,,,,,,,,needs_address_and_coordinates
213201900,Department of Agriculture - Springfield Grandstand 2,N/A,,,,,,,,needs_address_and_coordinates
213201923,Department of Agriculture - Springfield Grandstand 3,N/A,,,,,,,,needs_address_and_coordinates
190701529,"Depot Bar, LLC",Cerro Gordo,,,,,,,,needs_address_and_coordinates
240700194,"Dew Chilli Parlors of America, LLC",Springfield,,,,,,,,needs_address_and_coordinates
200702439,"DGC 132012, Inc.",Champaign,Champaign,igb_licensee_list,1017 1/2 W Bloomington Rd,Champaign,61821,,,needs_coordinates
160702731,DGPN1 INC.,Mendota,La Salle,igb_licensee_list,1308 Meriden,Mendota,61342,,,needs_coordinates
240700002,Dhani 11 Inc.,Bunker Hill,Macoupin,igb_licensee_list,"720 S Washington St, Suite D",Bunker Hill,62014,,,needs_coordinates
180701848,"DHARMA OIL, INC.",Princeton,Bureau,igb_licensee_list,"720 North Main Street, Unit A",Princeton,61356,,,needs_coordinates
190704241,"Dharma Veer, Inc.",Cuba,Fulton,igb_licensee_list,500 S 7th Street,Cuba,61427,,,needs_coordinates
241002749,Diamond C Store LLC,Diamond,Will,igb_licensee_list,3195 E Division St,Diamond,60416,,,needs_coordinates
170701203,Diamond Jubilee Club,Du Bois,Washington,igb_licensee_list,130 S 8th St,Du Bois,62831,,,needs_coordinates
130701318,DIBEC INC.,Peoria,Peoria,igb_licensee_list,1914 N. Wisconsin,Peoria,61603,,,needs_coordinates
150700988,Dick's Saloon Inc.,Springfield,,,,,,,,needs_address_and_coordinates
120702011,"DIGGER'S COLLEGE CITY BOWL, INC.",Macomb,Mcdonough,igb_licensee_list,123 EAST ADAMS,Macomb,61455,,,needs_coordinates
160700801,"DINING SOLUTIONS, INC.",McHenry,McHenry,igb_licensee_list,400 S RT 31,McHenry,60050,,,needs_coordinates
180701529,"DINOS ENTERPRISES, LLC",Lake In the Hills,McHenry,igb_licensee_list,6 Miller Rd. Ste A,Lake in the Hills,60156,,,needs_coordinates
120709093,Dirty South Inc.,Springfield,Sangamon,igb_licensee_list,1231 E Cook,Springfield,62703,,,needs_coordinates
220703912,"Dixie's Bistro Plano, LLC",Plano,Kendall,igb_licensee_list,623 W US Highway 34 Unit B,Plano,60545,,,needs_coordinates
210701397,"DIXMOOR FOOD & LIQUOR INC.,",Dixmoor,Cook,igb_licensee_list,2240 W 147TH ST,Dixmoor,60426,,,needs_coordinates
250701710,"Diya's Lounge, LLC",Prairie Grove,McHenry,igb_licensee_list,4410 IL Route 176 Suite 4,Crystal Lake,60014,,,needs_coordinates
170703352,Dizzy Deans LTD.,Bartonville,Peoria,igb_licensee_list,1101 W Garfield Suite A,Bartonville,61607,,,needs_coordinates
150700072,DJ Liquors Inc.,Davis Junction,Ogle,igb_licensee_list,5657 N. Junction Way,Davis Junction,61020,,,needs_coordinates
250700495,DJ Quick Bite Inc.,Glen Carbon,Madison,igb_licensee_list,3901 S State Route 159 STE 3,Glen Carbon,62034,,,needs_coordinates
250702384,"DJ Sterling Enterprises, LLC - Emily's Coffee MTZ",Mount Zion,Macon,igb_licensee_list,1347 N State Route 121,Mount Zion,62549,,,needs_coordinates
220700259,"DJ Sterling Enterprises, LLC - Emily's Harristown Series",Harristown,Macon,igb_licensee_list,4314 W Main St Suite A,Decatur,62522,,,needs_coordinates
180704399,"DJ Sterling Enterprises, LLC - Shiloh Series",Shiloh,St. Clair,igb_licensee_list,"1231 Thouvenot Ln, Suite 200",Shiloh,62269,,,needs_coordinates
170701690,"DJR Properties, LLC",Highland,,,,,,,,needs_address_and_coordinates
250701154,"DK NORA, INC.",Nora,Jo Daviess,igb_licensee_list,110 SOUTH STREET,Nora,61059,,,needs_coordinates
120701332,DL & PM Inc.,Tazewell County,Tazewell,igb_licensee_list,30525 IL #9,Mackinaw,61755,,,needs_coordinates
180702584,"DL KELLEY'S PROPERTIES, LLC",Springfield,Sangamon,igb_licensee_list,1101 South Spring,Springfield,62704,,,needs_coordinates
190700456,DLA Holdings Corporation,Kincaid,Christian,igb_licensee_list,132 Central Ave,Kincaid,62540,,,needs_coordinates
180702275,DLS Enterprises Inc.,Thayer,,,,,,,,needs_address_and_coordinates
140701298,"DLT, Inc.",Lake County,Lake,igb_licensee_list,25792 N. Midlothian Rd.,Mundelein,600609134,,,needs_coordinates
160700748,DM Prime Burgers LLC,Lake In the Hills,McHenry,igb_licensee_list,9441 Ackman Rd,Lake in the Hills,60156,,,needs_coordinates
240701933,"DNCW, LLC",Centralia,Marion,igb_licensee_list,2801 Putter Dr,Centralia,62801,,,needs_coordinates
240702786,DNP WILSONVILLE CORPORATION,Wilsonville,Macoupin,igb_licensee_list,80 Wilson Ave,Wilsonville,62093,,,needs_coordinates
240701018,"DNS Hospitality, LLC",Plainfield,Will,igb_licensee_list,"13717 S. Route 30, Unit 101",Plainfield,60544,,,needs_coordinates
150701772,DOC'S DINER INC.,Loves Park,Winnebago,igb_licensee_list,6499 N 2nd St,Loves Park,61111,,,needs_coordinates
140703605,DOCK ROTZ HOLDINGS LLC,Minooka,Grundy,igb_licensee_list,859 S Ridge Rd,Minooka,60447,,,needs_coordinates
130705994,Dolly's Cafe LLC,East Dundee,Kane,igb_licensee_list,210 Penny Avenue Suite D,East Dundee,60118,,,needs_coordinates
180703887,Dominguez Corporation,Metropolis,Massac,igb_licensee_list,1407 E 5th St.,Metropolis,62960,,,needs_coordinates
230701949,"DON'T WORRY BE HOPPY, LLC",Galena,,,,,,,,needs_address_and_coordinates
130705771,DONALD C PAYNE,Lake County,Lake,igb_licensee_list,20963 W GRAND AVE,Lindenhurst,60046,,,needs_coordinates
170701818,"Donkey Inn Bar And Grill, Inc.",Algonquin,McHenry,igb_licensee_list,300 Eastgate Ct,Algonquin,60102,,,needs_coordinates
200701711,Donny's Diner Gurnee LLC,Lake County,Lake,igb_licensee_list,36725 N Hwy 41 unit B,Gurnee,60031,,,needs_coordinates
190701391,DONOVAN BAUGHMAN INC.,Viola,Mercer,igb_licensee_list,1303 10TH AVE,Viola,61486,,,needs_coordinates
190700204,"Dooley's Entertainment, LLC",Troy,Madison,igb_licensee_list,427 Edwardsville Rd. STE 3,Troy,62294,,,needs_coordinates
180701408,Double Deuce Inc.,Niles,Cook,igb_licensee_list,8600 W Golf Rd Ste 400,Niles,607145606,,,needs_coordinates
120712912,"Double Doerr, Inc.",East Peoria,Tazewell,igb_licensee_list,3415 Meadow Avenue,East Peoria,61611,,,needs_coordinates
180702627,"Double-O Saloon, Inc.",Monroe Center,Ogle,igb_licensee_list,5555 N. Clark St.,Monroe Center,61052,,,needs_coordinates
230701968,Dough Pros LLC,St. Charles,Kane,igb_licensee_list,"11 N 3rd St, Unit B&C",St. Charles,60174,,,needs_coordinates
120700202,Douglas R Gormann,Centralia,Marion,igb_licensee_list,124 N Chestnut,Centralia,62801,,,needs_coordinates
190701336,Downtown Lounge Inc.,Effingham,Effingham,igb_licensee_list,102 N Main,Effingham,62401,,,needs_coordinates
230700227,"DP Golf Center Indoor, LLC",O'Fallon,St. Clair,igb_licensee_list,1334 Central Park Drive Suite 7,O'Fallon,62269,,,needs_coordinates
230702999,"DPGL Enterprises, Inc.",Poplar Grove,,,,,,,,needs_address_and_coordinates
210703456,"DPMAC, LLC",Troy,Madison,igb_licensee_list,633 Edwardsville Road,Troy,62294,,,needs_coordinates
260702069,DPZ LLC,Clinton,De Witt,igb_licensee_list,1523 E route 54,Clinton,61727,,,needs_coordinates
190703854,DR & JM LLC,Richmond,McHenry,igb_licensee_list,9307 South Route 12 STE B & C,Richmond,60071,,,needs_coordinates
250702218,DR Gaming LLC,Ogden,Champaign,igb_licensee_list,107 E Broadway St Unit 1,Ogden,61859,,,needs_coordinates
120702990,"Drapes Lounge, L.L.C.",Schram City,Montgomery,igb_licensee_list,1701 School Street,Schram City,62049,,,needs_coordinates
250702844,DRAVD GAS STATION LLC,Antioch,Lake,igb_licensee_list,359 North Ave,Antioch,60002,,,needs_coordinates
130702714,"DRB, INC.",McHenry County,McHenry,igb_licensee_list,4616 IL Route176,Crystal Lake,60014,,,needs_coordinates
150701848,"DRINK-EM UP, INC.",Sangamon County,Sangamon,igb_licensee_list,4136 Peoria Road,Springfield,62702,,,needs_coordinates
220703736,Drivetime Indoor Golf LLC,Antioch,Lake,igb_licensee_list,420 E IL Route 173 Suite 109 & 110,Antioch,60002,,,needs_coordinates
120706282,DT's Bar LLC,Lexington,McLean,igb_licensee_list,402 W. Main,Lexington,61753,,,needs_coordinates
120808123,Du Quoin Aerie #779 F.O. Eagles,Du Quoin,Perry,igb_licensee_list,24 West Main,Du Quoin,62832,,,needs_coordinates
160700130,"Duffy & Associates, Inc.",Clinton,De Witt,igb_licensee_list,57 Cedar Square,Clinton,61727,,,needs_coordinates
160701900,"Duffy & Associates, Inc.",Chatham,Sangamon,igb_licensee_list,100 North Main St,Chatham,62629,,,needs_coordinates
170704241,"Duffy & Associates, Inc.",Vandalia,Fayette,igb_licensee_list,1501 Veterans Ave. Suite A,Vandalia,62471,,,needs_coordinates
200702723,"Duffy & Associates, Inc.",Jerome,Sangamon,igb_licensee_list,1305 Wabash Ave Suite D,Springfield,62704,,,needs_coordinates
200702926,"Duffy & Associates, Inc.",Sangamon County,Sangamon,igb_licensee_list,3596 East State Route 29,Springfield,62712,,,needs_coordinates
190703528,"DUMOR HOLDINGS, INC.",Peru,,,,,,,,needs_address_and_coordinates
200701528,DUNDEE COBBS INC,East Dundee,Kane,igb_licensee_list,311 BARRINGTON AVE UNIT D,East Dundee,60118,,,needs_coordinates
120909155,"Dunlap American Legion, Post # 1078",Dunlap,Peoria,igb_licensee_list,5511 Legion Hall Rd.,Dunlap,61525,,,needs_coordinates
230702948,Dunlap Wine Bar Inc.,Peoria County,Peoria,igb_licensee_list,12200 N. Brentfield Dr. Unit K,Dunlap,61525,,,needs_coordinates
120907555,DuQuoin Post #513 Veterans of Foreign War,St. Johns,Perry,igb_licensee_list,2215 U.S. 51,Du Quoin,62832,,,needs_coordinates
250700348,DURWASA LOGISTICS INC.,Onarga,Iroquois,igb_licensee_list,198 S. Oak Street,Onarga,60955,,,needs_coordinates
180703390,Dutys Country Store LLC,Alto Pass,Union,igb_licensee_list,10 W. Pine St,Alto Pass,62905,,,needs_coordinates
160703191,"DV Ents, Inc.",Peotone,Will,igb_licensee_list,115-117 N Second Street,Peotone,60468,,,needs_coordinates
220703426,"DW HOLDINGS & INVESTMENTS, LLC",Kankakee County,Kankakee,igb_licensee_list,15944 E 6 MILE GROVE RD,Grant Park,60940,,,needs_coordinates
220700277,Dwight Pizza & More LLC,Dwight,Grundy,igb_licensee_list,20 Burbeck Drive,Dwight,60420,,,needs_coordinates
120701204,"DX3, Inc.",Iroquois County,Iroquois,igb_licensee_list,504 N. US HWY 45,Buckley,60918,,,needs_coordinates
240701271,"DYER FAMILY BUSINESS, LLC",Rochester,Sangamon,igb_licensee_list,129 S. John St.,Rochester,62563,,,needs_coordinates
220703291,E'Town Tap LLC,Elizabethtown,Hardin,igb_licensee_list,120 W First St,Elizabethtown,62931,,,needs_coordinates
230702990,E-Town Riverport Express LLC,Elizabethtown,Hardin,igb_licensee_list,251 W 1st St,Elizabethtown,62931,,,needs_coordinates
120706342,E.L. NORTON INC.,Minooka,Grundy,igb_licensee_list,103 Mondamin St.,Minooka,60447,,,needs_coordinates
230700645,"Eagle Ridge Hospitality, LLC",Jo Daviess County,Jo Daviess,igb_licensee_list,109 Eagle Ridge Drive Unit A,Galena,61036,,,needs_coordinates
220703188,EAGLE THEATER CORP.,Clinton,De Witt,igb_licensee_list,13 KELLI CT,Clinton,61727,,,needs_coordinates
230700487,EAGLE THEATER CORP.,Robinson,Crawford,igb_licensee_list,1802 W MAIN ST SUITE A,Robinson,62454,,,needs_coordinates
220703448,"EAGLE THEATER OPERATING, LLC",Streator,La Salle,igb_licensee_list,301 DANNYS DR,Streator,61364,,,needs_coordinates
170800797,Eagles Lodge 2773,Wood River,Madison,igb_licensee_list,74 East Ferguson,Wood River,62095,,,needs_coordinates
120707306,"East End Tavern, LTD.",Monticello,Piatt,igb_licensee_list,116 East Washington,Monticello,61856,,,needs_coordinates
120703711,EAST LINCOLN ENTERPRISES LLC,Shawneetown,Gallatin,igb_licensee_list,148 EAST LINCOLN BOULEVARD,Shawneetown,62984,,,needs_coordinates
170904360,"East Peoria Post #2078, Veterans of Foreign Wars",East Peoria,Tazewell,igb_licensee_list,1507 Meadow Ave.,East Peoria,61611,,,needs_coordinates
130700399,EAST SIDE INC.,Virginia,Cass,igb_licensee_list,104 SOUTH MAIN,Virginia,62691,,,needs_coordinates
190703046,EASY MONEY GAMING PARLOR LLC,Quincy,Adams,igb_licensee_list,1404 NORTH 24TH BLDG 2,Quincy,62301,,,needs_coordinates
220701401,Easy Slots LLC,Wood River,Madison,igb_licensee_list,308 Wesley Dr,Wood River,62095,,,needs_coordinates
240701283,"EAT EM UP, INC.",Oak Lawn,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
120701406,"Eaton's Redwood Inn, Ltd.",Elgin,Kane,igb_licensee_list,118 W Chicago,Elgin,60123,,,needs_coordinates
250701281,"Eats a Wonderful Life, LLC",Yorkville,Kendall,igb_licensee_list,600 E. Veterans Parkway,Yorkville,60560,,,needs_coordinates
200700862,"ECKC Enterprises Inc.,",Stephenson County,Stephenson,igb_licensee_list,5040 Business 20 W,Freeport,61032,,,needs_coordinates
220700608,EDGEBROOK MANAGEMENT SERVICES LLC,Sandwich,,,,,,,,needs_address_and_coordinates
180700106,"EDGEWOOD PARK GOLF CLUB, INC",Putnam County,Putnam,igb_licensee_list,3269 Illinois State Highway 89,McNabb,61335,,,needs_coordinates
120709641,"Eds Enterprises, Inc.",Buckley,Iroquois,igb_licensee_list,114 S. Railroad Ave,Buckley,60918,,,needs_coordinates
120710813,Eduardo Herrera,Danville,Vermilion,igb_licensee_list,3605 N. Vermilion,Danville,61832,,,needs_coordinates
130705027,Edward P. Foley,Essex,Kankakee,igb_licensee_list,213-217 W Main,Essex,60935,,,needs_coordinates
120707727,"EDWARDS TAVERN, INC.",Peoria County,Peoria,igb_licensee_list,10004 Powdermill Rd,Edwards,61528,,,needs_coordinates
200703008,"EDWARDSVILLE AMERICAN LEGION POST #199, INC.",Edwardsville,Madison,igb_licensee_list,58 S State Route 157,Edwardsville,62025,,,needs_coordinates
130702728,EDWIN'S INC.,Will County,Will,igb_licensee_list,31851 SOUTH ROUTE 50,Peotone,60468,,,needs_coordinates
141002323,"Effingham Chrome Shop, Inc.",Effingham,Effingham,igb_licensee_list,1808 W. Fayette Street,Effingham,62411,,,needs_coordinates
120713084,Effingham Event Center Corporation,Effingham,Effingham,igb_licensee_list,1501 W. Fayette,Effingham,62401,,,needs_coordinates
120705117,Effingham Shakti Corporation,Effingham,,,,,,,,needs_address_and_coordinates
210702151,Effingham Shakti Corporation,Effingham County,Effingham,igb_licensee_list,10325 E IL 33,Effingham,62401,,,needs_coordinates
240701001,"EIGHT OVER FIVE, LLC",Plainfield,Will,igb_licensee_list,16108 S ROUTE 59 SUITE 112,Plainfield,60586,,,needs_coordinates
230703199,"EL BARRIL 3, LLC",Galesburg,,,,,,,,needs_address_and_coordinates
160700614,El Costeno Inc.,Montgomery,Kane,igb_licensee_list,702 Montgomery Road,Montgomery,60538,,,needs_coordinates
250700353,EL FAMOSO SUMMIT INC.,Summit,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
120709087,El Gato Corp.,Granite City,Madison,igb_licensee_list,1800 Delmar,Granite City,62040,,,needs_coordinates
230703032,EL PATRON 64 BAR & GRILL INC.,Villa Park,DuPage,verified_city_lookup,,,,,,needs_address_and_coordinates
190703977,"El Patron Mexican Kitchen II, Inc.",Wilmington,Will,igb_licensee_list,1099 S Water St. Suite A,Wilmington,604811620,,,needs_coordinates
210701015,El Patron of Tinley Park Inc.,Tinley Park,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
130706160,"EL TORO BRAVO, INC.",Champaign,Champaign,igb_licensee_list,2561 W. Springfield,Champaign,61821,,,needs_coordinates
220703723,EL TORO IL INC.,Monmouth,,,,,,,,needs_address_and_coordinates
200702151,"El Toro of St. Joseph, Inc.",St. Joseph,,,,,,,,needs_address_and_coordinates
200702956,"El Zarape, Inc.",Mendota,,,,,,,,needs_address_and_coordinates
220701685,Elburn's Elbo Room Inc.,Elburn,,,,,,,,needs_address_and_coordinates
171000325,ELFERNO L.L.C. SERIES C,Sugar Grove,Kane,igb_licensee_list,11 Waubonsee Dr,Sugar Grove,60554,,,needs_coordinates
120802273,Elgin Lodge No. 799 Loyal Order of Moose,Elgin,Kane,igb_licensee_list,925 South McLean Blvd.,Elgin,60123,,,needs_coordinates
250700821,"Elgin Public House, LLC",Elgin,Kane,igb_licensee_list,217-219 E Chicago St,Elgin,60120,,,needs_coordinates
130706645,ELGIN TURNERS,Elgin,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
180700401,Eliberto Diaz,Mendota,La Salle,igb_licensee_list,1314 1/2 Meriden St.,Mendota,61342,,,needs_coordinates
120707670,"ELITE CAFE & BILLIARDS, INC.",Melrose Park,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
170702619,"ELITE ENTERTAINMENT IV, INC.",Round Lake Beach,Lake,igb_licensee_list,272C E ROLLINS RD,Round Lake Beach,60073,,,needs_coordinates
160701350,"Eliza, Inc.",Leroy,McLean,igb_licensee_list,210 Sunset Dr,Le Roy,61752,,,needs_coordinates
120713100,"Elk Grove Village Veterans Club, Inc.",Elk Grove Village,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
220802027,ELKS LODGE #1531,N/A,,,,,,,,needs_address_and_coordinates
230700144,Elle's Tap LLC,Peru,La Salle,igb_licensee_list,930 Prospect Ave,Peru,613542861,,,needs_coordinates
120707311,"ELMER'S TAVERN, INC.",Decatur,Macon,igb_licensee_list,411-421 North 22nd Street,Decatur,62521,,,needs_coordinates
190700389,ELSA RESTAURANT AND BAR LLC,Taylorville,Christian,igb_licensee_list,1510 W SPRINGFIELD RD STE B,Taylorville,62568,,,needs_coordinates
240700055,ELSA RESTAURANT GROUP CHANNAHON LLC,Channahon,Grundy,igb_licensee_list,25445 S Pheasant Lane Suite M,Channahon,60410,,,needs_coordinates
150701717,"EMBERS TAP HOUSE AND SOCIAL CLUB, LLC",Lockport,Will,igb_licensee_list,933 SOUTH STATE,Lockport,60441,,,needs_coordinates
230700992,Emily's Mexican Grill #2 Inc.,Elgin,Kane,igb_licensee_list,818 S McLean Blvd,Elgin,60123,,,needs_coordinates
160700506,Emmy's Cafe Ltd.,Braidwood,Will,igb_licensee_list,219 E. Main St.,Braidwood,60408,,,needs_coordinates
160701460,EMMY'S CAFE LTD.,Coal City,Grundy,igb_licensee_list,67 South Broadway,Coal City,60416,,,needs_coordinates
240700906,Empire Slots West Lane 1 LLC,Machesney Park,Winnebago,igb_licensee_list,"1405 W. Lane Rd, Suite C",Machesney Park,611151660,,,needs_coordinates
250700142,EMRH PROPERTIES LLC,Catlin,Vermilion,igb_licensee_list,102 S Sandusky St,Catlin,61817,,,needs_coordinates
190703892,"ENDEAVOR MANAGEMENT GROUP, LLC",Rock Island,,,,,,,,needs_address_and_coordinates
250700959,EPIC EATZ LLC,Milan,Rock Island,igb_licensee_list,580 1ST ST W,Milan,61264,,,needs_coordinates
230701901,EPIC FOODS LLC,McHenry,McHenry,igb_licensee_list,2616 SCHAID CT,McHenry,60051,,,needs_coordinates
140701779,Ernest Lee Cleveland,Waverly,,,,,,,,needs_address_and_coordinates
170702028,"ESKM Garcia, Inc.",New Athens,St. Clair,igb_licensee_list,1215 Spotsylvania  Ave,New Athens,62264,,,needs_coordinates
180701809,ETN PIZZA LLC,Rochelle,Ogle,igb_licensee_list,1233 N. Caron Road,Rochelle,61068,,,needs_coordinates
130705481,"EVANDY, LLC",Naples,Scott,igb_licensee_list,100 Bob Michael Street,Naples,62655,,,needs_coordinates
250900238,"EVANSTON POST NO. 42, AMERICAN LEGION",N/A,,,,,,,,needs_address_and_coordinates
230700693,"Events at the U, LLC",Belleville,,,,,,,,needs_address_and_coordinates
211000882,"Evergreen FS, Inc.",McLean County,McLean,igb_licensee_list,Route 150 South,Bloomington,61704,,,needs_coordinates
180703703,"Every Buddies Pub & Grub, Inc.",Gardner,,,,,,,,needs_address_and_coordinates
121006743,"Expresslane, Inc.",Hillsdale,Rock Island,igb_licensee_list,32000 Il Rt.2,Hillsdale,61257,,,needs_coordinates
140702503,"Expresslane, Inc.",North Utica,La Salle,igb_licensee_list,2971 E 8th Road,North Utica,61373,,,needs_coordinates
140703200,"Expresslane, Inc.",Cordova,Rock Island,igb_licensee_list,199 Rt. 84,Cordova,61242,,,needs_coordinates
140704173,"Expresslane, Inc.",Princeton,Bureau,igb_licensee_list,2225 North Main,Princeton,61356,,,needs_coordinates
141004061,"Expresslane, Inc.",Sublette,Lee,igb_licensee_list,508 Pennsylvania Ave.,Sublette,613679479,,,needs_coordinates
180700922,"Expresslane, Inc.",Sheridan,La Salle,igb_licensee_list,200 W SI Johnson Avenue,Sheridan,60551,,,needs_coordinates
220701173,"Expresslane, Inc.",Ogle County,Ogle,igb_licensee_list,8120 IL Route 2 South,Grand Detour,61021,,,needs_coordinates
180704365,"Extreme Gaming, LLC",Loves Park,Winnebago,igb_licensee_list,7942 Forest Hills Rd.,Loves Park,61111,,,needs_coordinates
190702416,Eye of Tiger Sports Complex LLC,Tower Hill,Shelby,igb_licensee_list,103 E. Benton St.,Tower Hill,62571,,,needs_coordinates
190701061,"F & N MOKENA, INC.",Mokena,Will,igb_licensee_list,19105-09 SOUTH WOLF ROAD,Mokena,60448,,,needs_coordinates
180701452,"F.A.S.T., Inc.",Peoria,Peoria,igb_licensee_list,7716 State Route 91,Peoria,61615,,,needs_coordinates
180701467,"F.E.M., INC.",Shorewood,Will,igb_licensee_list,714 COTTAGE STREET,Shorewood,60431,,,needs_coordinates
160702498,"F.G.3, LLC",Shelbyville,Shelby,igb_licensee_list,1601 West Main,Shelbyville,62565,,,needs_coordinates
130703037,"Fairmont Bowl, Inc.",Collinsville,Madison,igb_licensee_list,801 Beltline Rd.,Collinsville,62234,,,needs_coordinates
210703850,FAIRWIND GAMING LLC,Lawrence County,Lawrence,igb_licensee_list,14983 OLD US HWY 50,Lawrenceville,62439,,,needs_coordinates
150701223,Fajitas Mexican Restaurant #2 Inc.,La Salle,,,,,,,,needs_address_and_coordinates
180703566,"FAM TROY, LLC",Troy,Madison,igb_licensee_list,623 EDWARDSVILLE ROAD,Troy,62294,,,needs_coordinates
160701366,Familia G. Inc.,Crystal Lake,McHenry,igb_licensee_list,21 Crystal Lake Plaza Unit,Crystal Lake,60014,,,needs_coordinates
140702406,Family Beer East Inc.,East Dubuque,Jo Daviess,igb_licensee_list,20200 U.S. 20 West,East Dubuque,61025,,,needs_coordinates
250700141,FAMILY HOSPITALITY GROUP LLC,Decatur,Macon,igb_licensee_list,4191 W. US HIGHWAY 36,Decatur,62522,,,needs_coordinates
120802005,"FARMINGTON LODGE NO. 1571, LOYAL ORDER OF MOOSE",Farmington,Fulton,igb_licensee_list,1001 E. FORT STREET,Farmington,61531,,,needs_coordinates
120700205,"FAST EDDIE'S BON-AIR, INC.",Alton,Madison,igb_licensee_list,1530 E 4TH,Alton,62002,,,needs_coordinates
120700474,"Fat Jack's, Inc.",Bloomington,McLean,igb_licensee_list,511 N. Main,Bloomington,61701,,,needs_coordinates
250700736,Fat Man Bishop's LLC,East Peoria,Tazewell,igb_licensee_list,3308 N Main St,East Peoria,61611,,,needs_coordinates
160701426,Father & Son Ventures LLC,Byron,Ogle,igb_licensee_list,110-112 W Second Street,Byron,61010,,,needs_coordinates
230701610,FDP Nest Cafe Machesney Park LLC,Machesney Park,Winnebago,igb_licensee_list,"8790 2nd Street, Suite A",Machesney Park,61115,,,needs_coordinates
170703694,"Feed Mill Enterprises, Inc.",Sesser,Franklin,igb_licensee_list,702 West Yung,Sesser,62884,,,needs_coordinates
121000739,"Fehrenbacher Enterprises, Inc.",Olney,Richland,igb_licensee_list,1402 South West Street,Olney,62450,,,needs_coordinates
140702450,"Fejza, Inc.",Ottawa,La Salle,igb_licensee_list,1625 E Norris Ave,Ottawa,61350,,,needs_coordinates
200700715,FEN XIN INC.,Elgin,Kane,igb_licensee_list,300 S MCLEAN BLVD  SUITE 12,Elgin,60123,,,needs_coordinates
170701823,"Fifth Avenue Maid Rite, Inc.",Silvis,,,,,,,,needs_address_and_coordinates
